,Q1,Q3,Q4,message,length,message_2,colour_green,colour_blue
867,Green,44,".Wu]K&!ltg Z@ 8&M=FA3nw-""Xy&rhf)oy&z X41KQqvk}$1Xnv` RJ;==tJDhlaeg[DH=66",1,72,0,1,0
868,Red,75,WAFqoWi?f@om+ib%3tV:s<l%9ei>,2,28,1,0,0
869,Red,90,-^FHlPT_yvXOHk,2,14,1,0,0
870,Green,43,N#%X`h1+OBswk:DKPWFzBXkJ&>t(T$~gh^o]%J]os-#C&:+tj:WEi|{?-np0E1F[{fk8`x,1,70,0,1,0
871,Red,95,i,2,1,1,0,0
872,Red,2,"g3F>DYqJ4SHBdwabe%nwZ\m,NU_1H3?@^+_O\@^<%jes",1,44,0,0,0
873,Red,97,),2,1,1,0,0
874,Blue,8,"]O_0W: Czvuz\^pMnyF*fNv^-d^&!zW5>4ye1)l#q4nuj5egefbemSAGTC!>sBD;SSK48&n[0cL91s$%,VYFpU5GOD%.KJ",2,94,1,0,1
875,Blue,19,"{Q=GAI)An3]G0f\""5iB0{Wb=+OfB2a z82os$AHA@D5(Yt",1,46,0,0,1
876,Blue,46,"3UY@a27Z /5+J{z5_vFsb13Glu!zvDv2xY<""kl|u#Ha6uazm@Vp~aU<u",1,56,0,0,1
877,Green,23,"daWn?Z{x`eoz@kJ24Y'$B@5DYg7,[/Bctkx",2,35,1,1,0
878,Blue,20,$B-p6qbbZaWhQ9Eh]#N&8d5LGrnW&>IQvznrFAL~0(1<;|!NvPzc,1,52,0,0,1
879,Green,39,*r1Lpm_q/qN-NQrzffMKOPG3e|p]5{*~SBk]UrLg,2,40,1,1,0
880,Red,70,-=nl\U` |AUrS?aZ.7h-{L,2,22,1,0,0
881,Blue,20,"xo+Pe/.1/o^F=pj}.8w3`iNgWyOQ>w>BAs%ee|0C""NyCP]>bY;cvE<f,Y&9}73?3}vU_H8N%=R;bI",2,77,1,0,1
882,Red,40,"gH#L5Q*H%S3`""Blr2PfTk$2(Oph)e)-K}8(62\mcr8$YT_n8@cD]DjLNQU6RJX?q9Gu#@(cK?I})nK#@L/y[9as`Ww[\v86ghHFaw6D'<",1,105,0,0,0
883,Blue,42,zh\_ij<k-]NG5R^|7/H%h[g?]]{[R|zQr1#qs1Le@0F]-NL6eS4Y/GKieO\DWQw%++{4=|Pf[(c&2&Z3PwQR-o\:~O)Lr,1,93,0,0,1
884,Blue,30,"xa|WL{*I'Q:xN]c(vw}&+%mW},()p^i/CC+dft""VfuHx_G<mEdgyQX&mE1dX5Y{4Y$_e9(C.=gnG( W/""57*OTxjqK",2,90,1,0,1
885,Green,47,U9a^{]5>*0YJ^AXG<mwtF=ij{,2,25,1,1,0
886,Blue,22,"#I.n}Mv4 yCdQwM_N<L&8=b7P@Fkl,rlwKORyNn~ikrG0P+gFLnnSK>@=cq^r@d_leC0@nMF?3M[8DN'WsfAjWOR&",2,89,1,0,1
887,Green,75,"D4k`bptpdlh4a6_$RafE*JD%FeF)2.Rb=&pCyAq""A'~.HmW`^[G;vo1@dt{z+L%t0obWYr%zd_&T}>t",1,79,0,1,0
888,Red,64,"0J(=BH3;,-y;l'yJ{)WF/l@ZQ|\_v&7bxP%>2*(T""HMe",1,44,0,0,0
889,Red,47,"\*}0GC\b9l8T9rOm `9a:yMa0}K3k?Lm2o@ozB<@{ F),(DH0PLH>v0q$qVE0i13D ^zEu0WJ!X'j'&>*DDejw[:`7A&_n",1,94,0,0,0
890,Green,71,F^hqg6PfOWk\Z^TuH_;Wv@hpbSP$5qu%*!T,2,35,1,1,0
891,Red,58,",cR^^GH'KFOJPs-eWp*Eep!YySRPsMpK^T1a.>tuMce!WIk]9~+4fs\?YE(B;;Mh]rSJ=\~",1,71,0,0,0
892,Red,85,s<C }#5t k{HGS}C sB}@fHl$Mx7*gd,2,31,1,0,0
893,Red,48,"/VJIS^kS buz'ta<6cv0sX7!,u/Z8{",1,30,0,0,0
894,Blue,35,"sp(nPDGjlCM~){5}dAW8PZFB}R Lx)4eV1DTK~|l#Wx2u0_jS9wFY9H3qhX(!1*Qz*b=""%k>.`?TZ2",1,78,0,0,1
895,Red,46,"R1{U=;wR>z6&oFK{|PG85P/nu4Wo!""2OQtZ;5>-D%;U>:Pp3_,p|[vPn$4",1,58,0,0,0
896,Green,39,=MM7Y1!J8)jS3qff_D=<2o'\4UP(FtPETUKA|^DQO?%4+8Qbp@J}97HLUP4wX|!Wz6@FAykT<,1,73,0,1,0
897,Green,62,_h}gx:R9Z|HZv{=XSp)K|d3;hbT_+g%^U*5S) PaZ<nPBqLCFFEzHFmF\G9a49^?B|yXDe>M9 G,2,75,1,1,0
898,Blue,54,"8{01P$u3=q)#5,>M5+0hw%K9x=i>Z=Hr)g`vC.fMnmzU,(lWf*TOw7FUs>K",1,59,0,0,1
899,Blue,50,",TL0OPC?o^G8^XD'7wvqE\gkc:oLZYWRQ&D@OP;d|^OuD1Oe,]^lrX80n}9Zy?f`ah^qz",1,69,0,0,1
900,Green,52,"g+=""d%*YVZ#7XIPD)dkvo!0=t]~pdjq[6?u?kic4$B^=v_",2,46,1,1,0
901,Red,95,r&qofE|^{a3cm_(y:b*lpt/,2,23,1,0,0
902,Red,70,3*bqU/hT}j.!+fnWswIF)@-ph-KZ,2,28,1,0,0
903,Green,79,"@%a\PZJy4s(/fT((;u/s~a4Hp:""hh/P|67""'$|a!Bnl[""]n*=|a$K`[8F&rfEA<7}",1,65,0,1,0
904,Blue,18,/Ms!gvANc&aifbDcG.grj>!t 1UyG`7XhcKTo1V#e\^\4GK#?Q|hC@;5C&<2cIlB2-.EsF4hj,2,73,1,0,1
905,Red,83,~,2,1,1,0,0
906,Blue,2,"onO~TSx,?J{@H'?!_e_qoXu'QjQgs2mKg:^@ivL*)^k4D0^~}FTF+l,rq-<Rb!>XWJ|=4}.)yruO'f#I#N{",2,83,1,0,1
907,Red,39,"0rMEo:RN+W+A?F6}rol\$G:#?~(t)M""Lc}i}*\OqcK""JxftUdc;",1,51,0,0,0
908,Blue,33,"jNtW0$EQ8,{3wRo@'-{-C""uP,[yTvz$\7sz}kts%,'AZwxX#Vc6+Vg:|^/X*jroE",2,64,1,0,1
909,Green,68,"pRb*@,&4LI(N+W,~@OT]saQ=OzD]C1G=VP'0>dI@.UL'uM`&mC/96=#]ZziTVrL]*f[0!+d2^v97AkKt",1,80,0,1,0
910,Blue,7,"{~>ZC^Unkl^]9qWE8iCvk`$\,K9,dG!""u;b?)9= /6ryyU,:xopRvXi;ojMn"",""g}t'mtYWD(}cVyw(agYJB+q':jC2EalYO8vL7",2,100,1,0,1
911,Red,84,"r6YFk+3lh&A)ffg$X'I^""6Z)uU%$-~3LkZ8ByvMR]MWy%(41?5R",1,51,0,0,0
912,Red,34,"eCk%-2a4xsmzWnqORMS!_u2&/(d<GpLt7a3|8fn74o#JY;nwN9o8R0%&}}?2A"">=bmL|",1,68,0,0,0
913,Green,45,=nZR~;-<&R6pT3bo!)e?l|0BT[p90!DI<2Y/B\b_Fe(ON(&kbLv^DR++x;h8Yb75[j=}Rt,1,70,0,1,0
914,Blue,15,"T2v$Xi>6T n>9@0nVCbSJqNO#U.oQ@WwV)Ewy+V~[pG@F+\Dy9@)89>:/^/L:W?t6wC@[.n-u!,i#,}6rpY#J_lu",2,88,1,0,1
915,Red,79,Vb4SJzPIB0R:B@rGW^bOqZ`$7gxnNJ,2,30,1,0,0
916,Blue,36,"OhHr+YAD^1V@e|q/@}{FN`._tMkV#}uj>vP\WFC-1Eaph%Qi)uhwsq{:NB7.[fOBq_c.CD@AXHMRBV?`1@pp`aM1I6U,(4N.ZkEr!|",2,102,1,0,1
917,Blue,45,"IW Y+""K{Cmr]hw\X^4S^9!""<g:GaNk&cDdeRRE&:FCH8<bw woS,uB't/s,:2%p]M?@u'Xv+a>DLp(0p=wO",1,83,0,0,1
918,Blue,5,"^V=SrnH>skwDtO6zOp0[9eyg$Kf [,^^b=nhuy6O@)GmbKBPo6&xOb<Tk7`NnA<s&RC#Q:|7:[+] 08/u&In8.u",2,87,1,0,1
919,Red,21,Z~0tI'ijov(gF-cud*Kl_qF,1,23,0,0,0
920,Red,22,&`+AM&krBHqQ`2}$2t'moj|)49&*~vP*?h;;dVnRe1z36COf|A]7i=+,1,55,0,0,0
921,Blue,22,"h>O)Tds+;lXN5`D.M""+l/QS,iX""p c$Pe$K't15?nV`4,)jY[fclN\Tt`2rW<<HuQlKh{:ictD`[xi~%p[?jb""CCl+,\R=g",2,95,1,0,1
922,Blue,-14,"C;nHzG!dZs, 4F[JzRFLaXo(aJy4>""(_lu`+|'EZ2tlp@a[(;h\BEi1""?!QxmO:zt'%pw/Y*+bQ4m/fVvz}hIoq{aIeY}TDuMW'zmNuR",2,104,1,0,1
923,Red,92,-,2,1,1,0,0
924,Red,20,"BOmM0_}A~$)9!47g7Npuw0KYGkuVi$~u!Pme2AUruTW1fkIh=A73Vo[RL:lM{/#$)GlH(=,eN*`8SBObTHT.z0!}n@Ku$&RU`C",1,98,0,0,0
925,Green,25,de|5~1nq)#5_5S!:S:qWsj9i=$:YJfGf't8@k`02-'AliDxw*C};`s$~$#h}Z_q`>l8,2,67,1,1,0
926,Blue,18,"ZPIHsU=z5F VF[P;l/ZTMQQ('IGEcd""m%94x7i1pHRd,8{z)zDF%nXkPY7_Xb*{VrY<97H]gMncd2`7eSS ,+",2,85,1,0,1
927,Blue,41,?\Oigm2?V(7+uYTp'XKxV\8#ES$:[<2g[!cGun_{x`:kGeZwo.7EyCFePpLSgM3E5;Piq2M|Q(AM1,1,77,0,0,1
928,Blue,79,YOvU$+CY|$DJpn;Y/1@@~[my>5c!>LeO}F;/jb$5>qakgibwzv]KkZ4jsx,1,58,0,0,1
929,Green,72,"<bB!59Yg~+!bz#+F}LsdK^yP""<#RD:Koe}wQbj,[2zn>X2|v5M7*RYp^fD[QBo(v=S@d4!GBbe1M",1,76,0,1,0
930,Red,24,"w`R!Y\DSXXH$+C)wgDw/**IXL:ODFI}F;2M6I:'4+\$zG""etJ!2N0!%)ouC&7:q:MWiR>s",1,70,0,0,0
931,Blue,52,"?Ey`n(GDT]d~R!+t8+O|EJ:Skf.RmO\Z?cG)~h""1(\{8yLT -=Rg7^Es",1,56,0,0,1
932,Red,91,js%@F0(0,2,8,1,0,0
933,Red,107,"*?(QL+sty?q2c,",2,14,1,0,0
934,Blue,6,"AnFN-x]w-#df;PV4V9^l%z5'ZeW,=*,R6MGa@-2GW1:$\o,_Q?'s7|@nymqpWX&l#%a9""L/R5t+Im1q@BGOxZR]eGX/E!v+g:^",2,98,1,0,1
935,Blue,17,"p\4a/}s4H5eJ]=pg""<%de59x??bCS@>+lUf=5bf%<*3}}`JVa3~onkX+C9vTeV1EYYmKtP+",2,71,1,0,1
936,Blue,73,"05v/E7z{jHwnLSL/zNSoPLCViPB;8Sfjn*G~5$x'isXV$ATY"":7pm`AQ/x",1,58,0,0,1
937,Blue,19,"V& MX+x>F4NuV_b1k6T-%'p?m]}H?ppr#z]p1(:.?ZKl9<!Pq,C@QugRo-^=LGS9 x]L)h'`.~r,X?_",1,79,0,0,1
938,Red,98,Md_u,2,4,1,0,0
939,Red,92,"Fz~Z}|&kv.""5;"";wG8mGr!d5(GnQ55ciGr+b$4f94kz3@",2,45,1,0,0
940,Blue,75,"$8P>=q""u#]NR^&<.|&W7VxaE&nOELy\]c'(7MW\3LVnxq)BG^AGe-vw-",1,56,0,0,1
941,Green,78,"q<E~J#\VKIia`P.Ajr/t{(U6e{rx+tkcM(,(,oo{%{aHBF5OE^G'_%FOP6?50QY's*}}6h/l0zn4T",2,77,1,1,0
942,Red,78,~%3JD)/:!c-:Pi:0:.,2,18,1,0,0
943,Blue,5,"~ Lj/{pk20b.b4""0i-+,|#tTXXbz(o0}GD7y+7YCzL]%Evh@y,1!AIb_wU{v[}3#D'wXQj\Nq4Bzj4VON|&!n r&d<zLNL",2,94,1,0,1
944,Blue,60,"Zwt""[c^5-<bH08QsfRx&\V?gl^Rlri!]$;qDE""&+zS76q|`74a6hzI",1,54,0,0,1
945,Green,27,tP>'&(j8s-^>U3Una<GD\u,2,22,1,1,0
946,Red,65,@K<zoEV>`.7]O+ ]tYPc^=Oq9cj#jG?<yJnJ1'!HvURkkz3#Yi*S(@zK/hCFUEyh]C\V_N\0-Ma)l,1,77,0,0,0
947,Blue,57,"o9^eRhEr4Az}:`QF%S+2L[E(.tRjOi%kV:g}CEX''n/$'CS_3=\jj*j]5h1B}lrmw-TJx\Pmu%<pd6rH[6Uq`ysjk!i03)'Z"":",1,98,0,0,1
948,Blue,24,"aAu IY+V|%U^EB6""M<=%U)6AHoZ(7HR`t#vZW_n'4)5avXhl!CsV)&R_u5CS+20o1;BvCmWX4V>fT%j7(,Jh+g{L",2,88,1,0,1
949,Green,24,Z6oQ$*7!=|m<uf\wvpqb^/r)n{`YU6.tE8wEK}1Ja`$EgeE|WIC_%Y8vR-@RP)KZN}XeB*Jr,2,72,1,1,0
950,Green,28,WhuQCu>aLF[dP6QHim_]:R[1+Z0,2,27,1,1,0
951,Blue,55," X* ';GOi)%>h=^)_ri8OT""N~I[u$>0B7@b4Evg2 w#eNT?k]vdhzOID:6 dd2!,gxXuOk=I$f_xG]k_\{cd",1,84,0,0,1
952,Red,103,D)KzVtt2v@|l5#,2,14,1,0,0
953,Green,56,"k =[fl>B,h d""|RrgsDClvaFV^A^98B*)d:-F,""~>:od2FrlTInwhr{)OA9|oVA9F&?",1,67,0,1,0
954,Red,77,>M`Yhu_W*IWmKY}=w`9[Mf6:u* m9eIF?O-_)!},2,39,1,0,0
955,Red,54,"(&W%|MoBzP&RrN:!bExSS=?mz*W}}1;3""(:oX0()jdAs-u""8ygjP""O|D}1>M5RZ-V+f]t%5`Om10%g?Tz`p;<5n",1,87,0,0,0
956,Blue,35,"-t.PY#v4E#MRRWkyL4zJe%\n9#B?,*e,r'CjF$&:kfzrFeW- 6b&dx'ud~j0",1,60,0,0,1
957,Green,60,"WFmcs+c+kxi6rA@E!KCv$`1B/2ALTDc)D\RZ%l""<CGtHb(C0D_"":[;K(fo|hCP#kZV`$Pl",1,70,0,1,0
958,Red,8,"zHRz2xGhT\f&ath~z=dFx`lnSZW!;1Hx9hY]yj>-9n|5*T|r8N%ECpVL2!1n$:cxQ3U<!G[$vlQXT)c`\uPC=sJ9!7re4vf,m?ZQXO k~z5-=\'A4Zh[GS6UY",1,121,0,0,0
959,Red,98,",H%-}.Qs'NS+sdJN|Ztv",2,20,1,0,0
960,Blue,31,"&Y>v_yn|n@Q|0LbK[&etgRM#7mO<2bm>~(c({NRw`0Y%fT} 'lf=+SZr""R4^hg0A.c2)=!A}npBYi7mij/hAC (9&z",2,90,1,0,1
961,Red,49,"9(O;]WEngYai/S?A#e5NZZfToS#Ui0p9-I%UVxz,?mr}::{",1,47,0,0,0
962,Green,52,"eeX;QRmoQ$""\dp2RSN=K0NU#h7tB`(,A*MpxA*{^bE),sJZ*`{6=H>RAnN~TzvFd||)y!",1,69,0,1,0
963,Blue,65,"`or+Pr\-6.OUDwp~P~6DzRHaCbZ?TiQ>y{&L;|<Rzx.""$g<MgKm+*1)+f.#`^plE;N",1,66,0,0,1
964,Green,53,":u6n06=TeYBgyTl9.<Vv45L/fXwW\NI)W,F)ihD%SMD'L",2,45,1,1,0
965,Green,44,"kRE!z>+dBhB:Bht%`;O%3o]}.,}P1Cs?s7OV<(.F0sH-/3~#|%q`C^PQ8>v",1,59,0,1,0
966,Blue,20,"3teK-if+haqu9GDA$)CQgZ9uEGhy2fp""'0PLtO=vu*p:}=^o_dN<6SV/CNwQa0BV!M`{gx3yIj1aig+Age (vinq,E*S>9]?z%V|}z~",2,103,1,0,1
967,Red,111,"F,=GHCCbTo|kN",2,13,1,0,0
968,Green,39,"Lg@:=Ibf>MGBtcE0%iGR""-\'/kOpCpwA~.)#9pML`4,9dGUFx-O8;hs[+kD,9*KBiu ]2y:src8NHI",1,78,0,1,0
969,Blue,46,2$b93X&e:_=R0F{XC?G!3uuPUNNDI1>5)h8a|n:-5-ZI*|8Y+5 X,1,52,0,0,1
970,Red,90,:aH#x4xq|73,2,11,1,0,0
971,Blue,50,"2jr})4+:BNw:5]VT%n= s$${Y.,iTy1g]-tOVKm.Z2OU#<g1#9JL`Z>X;{}]C?%y@4{XP~)^dQ$m2Cy",1,79,0,0,1
972,Blue,32,"&W""qS""xJ5L)9li?k9jFH<h)?+c{6{CVAALe&<?E/RTsm)owMv)trmz#(zI>@)yWd6[?(.~,5a@KID""*W&~w}9{L",2,87,1,0,1
973,Red,58,"[K3zK>E,,c_h",2,12,1,0,0
974,Red,40,"2^ThBg@.IV<;p+w{:?VB-ps|WX1:vW= [O{`nU!kW~OP).-D#ZyA,eSz*a}T;6Wl;{",1,66,0,0,0
975,Blue,47,"zhMnbJRG[Z%xcHu;~,Q""OPzU//no 5m2t?a""V[~]j=4tv1X2 opc0>KG",1,56,0,0,1
976,Blue,55,a*cjk| ![P{tLb^L!D]DZ14yFhvH)Xh9j`K|x/0=Q7s@Q'hJktBtjm2X`d a,1,60,0,0,1
977,Red,82,#*f#[{{Odd9#gq[p[q5,2,19,1,0,0
978,Red,107,Q{-&{Lmf<:a:IHu&SHF5f,2,21,1,0,0
979,Red,25,"e&SMqz{asGGJP.Ov!u3.XE#Q\?u(""RiI4<NYy0>UA@iu4`*L[)1l!I9;{<AN 8FH8'4./Y0/kMznySWHYJ]U;@*(2A^R{nwjpkgxWZCp1>/`dhcHym[1",1,116,0,0,0
980,Red,88,"L=-H#uKBdz_<CoJ.""hAv#:j>M$|1`mA)5Idbb NDt[I6$:_)C!t0Qo3Z/!&Ea4:=JinHaF[;ai8",1,75,0,0,0
981,Blue,26,"NWgazY""id'c9'Pza$sUI7J4hb/_Rl` +pjir6e%%KsaE9}2/uL{zO&Mx2]J8RL!;pZ.Pgq3e5VmSI$L}{*3IcgZD",2,88,1,0,1
982,Blue,73,"bu&""|'>ED'Y[iP.`q{^;rmkJ'+i,*!vgGO@y,fYq""kCX>X1{]o@ `EW|t<OIqS+%C:XaXU@Q>""\5:@Ais;O\",1,84,0,0,1
983,Red,103,np]|d,2,5,1,0,0
984,Green,65,9l+4^/;tY6f5<t#5Vo)@k\eVV=.6I;S_9<X}!{v:A5o '!7 pG)*>\l.<`!\7bY5GL2R#'BCd=26'p&\,1,80,0,1,0
985,Green,62,L'32WcTP8!A^|P]$Es%rG&roPa +7Za/@Q&gGqM`IRgp'Pm;s,1,49,0,1,0
986,Red,108,)0trj:-`1Ta5!CE9dY ,2,19,1,0,0
987,Blue,6,"5u[?77;}qFzZG%&gz}SWr@$WQ""M+H7]^z_.@yfGYk}d((""(wcqEe?)'qB}Hs/;'\gTkxLD[H.JqDjqH,CccEjn4/$eGSsn#",2,95,1,0,1
988,Green,72,Jl hTn]O(!S>40'V(9p28BECZ0;JfDx:t8lV9>RS~nXiJ[_bY3Sf=RMv*68RMwMo/Y,1,66,0,1,0
989,Green,71,/]&k;T5]I@{Ir}d0;^2az$a}N}F;)4n':Z*d] Rj{ES5{>CRAg}Ej>xv+=g2zidV,1,64,0,1,0
990,Red,22,"Cd5vkO)+k4Q}O0`adXs[Z7x\0 ""B9m2!)rUN2O-d'-bUt>eNKw""hH3XA",1,56,0,0,0
991,Green,58,"Hs,7S&g<&_{`(;:y>/]U'H-/gmF""Y{V.)aPG\fnlP''pL""",2,46,1,1,0
992,Blue,61,"+zGR=HsTZN&`@h.Fu ^o]9E4FW)SXub*""""UWFj[B5xOwt0:=Jdr. '2P/)#nC^,v(",1,65,0,0,1
993,Blue,35,"j0(P@i,kh}5G5,NDTJBDp}U%(:5.DdR$y]`A]`sNc *H/(k""[E)nGYsL'g]>~fq]^XeH^HIAxT4x>z2",1,79,0,0,1
994,Green,63,Z^F8N}aR{d+7!r:I[v7>([OdssDZO==0IlVE'ZQpFXg,2,43,1,1,0
995,Blue,26,"dL1F{J{>:bgzq\f@QMg=Vdu<62vJ|nsi/WFd).S>V0$PqsKI2d\bMqQQn:_YI'0!^92}@G+zo0=d7aup""0",2,82,1,0,1
996,Red,95,<\?7zOe(C_#,2,11,1,0,0
997,Blue,31,"$&xpqQp}Y~r^]E~""d*E""{j/z~|mf+T+X.?s:W$2W;)x",1,43,0,0,1
998,Red,56,*)VhfBf=MLzG2Y'ZkjDW2[NC%~1yUFG2I&vW'6N<lFK^iZ4gbt>I_ ^>r,1,57,0,0,0
999,Blue,13,&jqDJHF-n=-++<6aF5sQR%wM![4YUgFGVfM~H8y#^$g5;-!g|em{(yKZtJCQ_Fyta(L+2wT:+5$w@r),2,79,1,0,1
1000,Blue,70,"Y{YCfKLT:e0m1]{t6jg,sRF<5M4W-6MzzA:KO-9o=lP6yF$:`KT:RD_[qwd>ib@w_|Bt&H",1,70,0,0,1
1001,Red,100,jt-S&#+H z9@WFkN}Ffjs,2,21,1,0,0
1002,Green,67,"H^}:Tb""Le}<@^P[HU$<tcHS(v{i Wx@$#zp4c""M=QVKMFrO^(ds|624_R8?~n!-jvcu.gti""",1,72,0,1,0
1003,Blue,47,"6^E]l<selgd\A@P'pu*<d<_{XZ*'KyNv]&BAhTEMt|4mP(;\-#v.XD&mJ)#@:,aSo'`hv%5",1,71,0,0,1
1004,Red,42,"Da\]LX^7K#)6{Ev8?]4xSD3#uz|}|w6jE%qG>X&yJZs?M]@n}16ZL/Cy(ZOP<}mfrw95|>^&^,Dtx{3N,oNCyDBreGezQ>^.",1,96,0,0,0
1005,Blue,16,"acd+U1b8$O-H/f_""CCXju52r&FNRTk6|{5dlUk~Pdm\`w&Z4v-O&C[mmf_,->dyFZ-..~DF1rO!SybN&#-\/Nl/D>q^1",2,92,1,0,1
1006,Red,56,"D_;icvpaw!""PHzGC8?-<L<Ws:N#8kP'Td=Yu6gAyoU7-:a=b)4dD1?jnFPZ_Iz7wyn9Qld(2W:%L|;tdTh]|KZA",1,87,0,0,0
1007,Green,45,dpldB4)hmdmx,2,12,1,1,0
1008,Blue,59,_:>A~\Y~FTnd]io^[Cz);Berwj37hO9gemf{DSPky?l/V-G67Gr%!]f4l6G<,1,60,0,0,1
1009,Red,57,X&qAQ~2FK8TGDhRdT3twp.xk:Z'x%?nfpu}<^KDhdDGaoZ=#>,1,49,0,0,0
1010,Green,28,"""'EK1Of?7""43pWQU`),Skc\CS!j[> `r+SLfS|u'""<SP?q,UJ",1,49,0,1,0
1011,Green,50,1!}y|5 \.enqU8nAdV^2;{aMQ 9'bB&26e=E&'>,2,39,1,1,0
1012,Blue,37,"8/qlx8OR+([Pa8NdM\vT+Qd?cJJK}J`foJHPbmA;IhhyDK&J<KSE^,D3P?ji",1,60,0,0,1
1013,Green,38,"1XAEO0^jUC4xPm{P'H&~T~%&f`2Y~M5s[*7Zmrgzy%[YM;%xO^%#_IfW&|?ph_&""GLG,;0(#`C",1,74,0,1,0
1014,Red,47,"nruC'""zq^""r&eS&E@*ZN2!GtHMv]U8&0r2V8.PCJ;MsdLiS/@B~5.F2pH=T=4D~,\.^Y:96C\/OdC5/8{WY Z<`I-lVFdMn4|jAO@\",1,102,0,0,0
1015,Green,36,_r|+?9G?Quigs59onD\/K w0KdXz]Yq~])[aLHq/dQGk6;8:!C'DcyrB7`fI[SbZR/6(l}.;+a :/|@R/,1,81,0,1,0
1016,Red,61,"paOAwaDOTH*3UC|#i_![-4Oljl.U2J6=R%uKV""6l2BjiG8 KPRX?MS,3",1,56,0,0,0
1017,Red,70,Qu)V~3-P9ny}T~%JF1hy(Pl*5{l,2,27,1,0,0
1018,Blue,57,"}]:\Cwmh'7.mV"":.>T=is(m?SNx69jXGbY?Q,b~$<)NxS7u3,5LJC5Z(m_F:fP\:2Wz2/,@oZ[k d#)$/+OO7@TT6",1,89,0,0,1
1019,Red,82,5~]||sB|@16O#xAS<'bfiE1GH;ua,2,28,1,0,0
1020,Red,79,Mj_Zo69E59y,2,11,1,0,0
1021,Red,49,"{2`v32NiaFV<Cm}B5\sz{\%x m{:C*'zGE,0U]uZYq@wgXhC^K[5$<uB!;Sf3\A)ok(#a-<OSP9apCS+u",1,81,0,0,0
1022,Red,106,"LSS!o]r(y=4,|JiGlZgS",2,20,1,0,0
1023,Green,72,"B""})lW[qF,(d7B'Fe7Gs!eER!)`0*#f'[z%f`0ny3pXZZg&pr/wUqf7oS&mW!J+Bk)38Oj",1,70,0,1,0
1024,Red,35,"VCgWS`30(lpU/G\W4U=FJ{\#kM`9gZ+!{=qQ!,Rs%ShJ(J/]$J`mBxQx-Q%FsMOK6l,ueD_@b*||uq]",1,79,0,0,0
1025,Green,41,"i}3}*P9uLUxoRugH""-c>7'xH\nbb<5uqasz]%jU.Q!=/'JO/TvC?qa}C-7I(=zeP=58V6Vf(184`Lhf",1,79,0,1,0
1026,Red,88,6,2,1,1,0,0
1027,Blue,14,"He%AN>lYh`]U]7Xf8xisz>D%?H;XB/l@?X$hp 1cPbxZ'whBrBT)"": $0ZEior0DI:)rq|1(yk=NJI'Z# LzhAJ{LU8AXkF(#S !%&T~zx*`i",2,109,1,0,1
1028,Red,77,"gs, Q{#;<:twdAL7Lo{dytU/l>e""<4Q8RPXBkY=pY(CZ]p;?uu}BWr/Q\l]pR",1,61,0,0,0
1029,Green,43,5M4aEp9Du1ORAGUV`Z0-9hQeK3'/\n~-wHh0UN*=MxmL/$d~:mNo5y&@tintG'z4,1,64,0,1,0
1030,Red,43,"mVr.oJl)4s=m'Y]Pev.2"" L2M7keSZ<'PB<Kw\tW&$) ;BM\>\(?9Q7:JT)6E6)=v)r",1,67,0,0,0
1031,Blue,13,"X5*4c\A)h3^I#5wC0ox`z7ETUTBSaaT;1^bm;I{Symdl'&]~CS>(*&0<nsT#&*_E TlH3F9H$n\X8i2|N=5U@Y1D,eRhBybUmBa",2,99,1,0,1
1032,Green,25,Q>_W27sHpa@UbOB|>G`Y$hR&W_Ku:Ke.c}iPmICy,2,40,1,1,0
1033,Green,95,!l]M;nxaj|:|NG\K#@dc6I?*@ri]>r4i4_Js1/)cE2eF\~+:VNB&g7S@2^0Bvuk,1,63,0,1,0
1034,Blue,19,&;[+2<R5spj?a\j:rh5!1+8q=]h!NxPJz$`K8Js-I{y19^}yjnaU+N2ofgTt2<Sq3$K?,1,68,0,0,1
1035,Blue,21,"HD>s""%}0Wune':""e',l,c#>F]fkS7wP \5Gx`J7;o2BIZeD3W9N!Bp+I8^Ul(+bo&zYUim4efmwZ<oP_[ar",2,83,1,0,1
1036,Blue,51,"/pv!]rYoOs,(DEXJK|uK=fKaZ@KnT5(5QZ>6a.yV,[SaKP}]J|nUYqP#r?.0",1,60,0,0,1
1037,Red,24,"'jl?C*,nM qpT;^I-},d[(mKhR#Cy!x]i""\n!TK=r{<|>-u1.Nm",1,51,0,0,0
1038,Green,59,"F~l(tKas#ZdByqJO~{-MKT&l |V*!T1xV,CX2b2H z)'%v?WLuW3)=0TfD<",1,59,0,1,0
1039,Red,96,;d-kJg69*cyl{rVDcu\K1I,2,22,1,0,0
1040,Green,66,"9c~A,`WG%m!d5cD~R@'MCn}0wKPtfAu42""*M0:`n+k)SnUN@ua`PGSko wA(U;alZj(k#A`a |v$YG=",1,79,0,1,0
1041,Blue,18,"6H7NKF^XO&'G,7?4OEF?Uh""DBARWJ??~/<T7r?8dS/ifo_:P5mTRJ5d.-d{Cy)2)0Av,(~22/""q+Am+lHh)/{!o@75_N*27HO9V!v""{ArSLZdDu*Bu4lqn5f8tlT9",2,125,1,0,1
1042,Blue,22,+3-!u#w 7*&w/w43tV7X54l-+AkV16UcNz~[Z4>*7?=A?q-N_0 v;ID@Ecv`=A5z9?BtLiKViX+C$!}oJPouHH<!'5RqXTJ|YHO-9;{aZq\jm,2,109,1,0,1
